total_decreases,average_decrease_per_step,average_decrease_percentage_per_step,std_deviation_of_decreases,median_decrease,iqr_decrease,number_of_large_decreases,proportion_of_large_decreases,number_of_retries,item_name
15,0.11517857142857145,0.02163424771850926,0.1825529949614297,0.034700000000000175,0.12482500000000063,2,0.14285714285714285,1,time
10,0.14866666666666667,0.02768879286796295,0.21713127109858896,0.05609999999999982,0.03620000000000001,2,0.2222222222222222,2,time
12,0.1250545454545455,0.023167687845890083,0.21470302264729368,0.024999999999999467,0.0576500000000002,2,0.18181818181818182,3,time
13,0.05946666666666663,0.011212932584128414,0.08558832020524514,0.021949999999999914,0.06510000000000016,2,0.16666666666666666,4,time
7,0.12196666666666663,0.022976596399349437,0.1398079714783419,0.06559999999999988,0.1385999999999996,2,0.3333333333333333,5,time
22,0.07859909523809525,0.014585336564801066,0.130771232228872,0.027626999999999846,0.053847999999999896,4,0.19047619047619047,1,perf_time
11,0.13080099999999995,0.024298226874599437,0.20985657738798666,0.032257999999999676,0.062063250000000236,2,0.2,2,perf_time
12,0.06312527272727268,0.01186228807040873,0.11647973398765411,0.015566999999999886,0.040398500000000226,2,0.18181818181818182,3,perf_time
9,0.16843512500000002,0.031068331279451356,0.2578441511870289,0.027317500000000106,0.15521475000000007,2,0.25,4,perf_time
8,0.1862821428571429,0.03457702066321536,0.23472541846009215,0.04622500000000063,0.24669400000000108,2,0.2857142857142857,5,perf_time
15,270016778.5714286,0.015177939542908504,672128021.3050227,512402.0,1379049.0,2,0.14285714285714285,1,perf_instructions
5,944495388.625,0.053091245683042576,973413037.9293453,772687562.5,1712566835.875,2,0.5,2,perf_instructions
8,539254830.7619048,0.030316697754517084,871208320.2453649,1245919.666666031,771523290.999999,2,0.2857142857142857,3,perf_instructions
9,472102667.875,0.026538522055488883,833494254.0580721,1132037.875,388454111.25,2,0.25,4,perf_instructions
12,343395496.290909,0.019303254047730836,741326923.7189102,663448.8000011444,2045783.5999994278,2,0.18181818181818182,5,perf_instructions
17,589281606.5,0.029209485014804852,1065754779.9160942,120716811.5,112821836.0,3,0.1875,1,perf_cycles
10,512470595.0,0.02587699307870018,848862240.1665208,90521884.5,107782629.5,2,0.2222222222222222,2,perf_cycles
12,241909912.8181818,0.012188454403977558,440630257.76488745,66284517.0,77130340.83333206,2,0.18181818181818182,3,perf_cycles
7,414686061.0,0.02102289279847465,513777639.0341136,159544916.0,512056159.125,2,0.3333333333333333,4,perf_cycles
10,273712847.46666676,0.01388720403260304,402088137.8979383,147616690.20000076,126006833.40000153,2,0.2222222222222222,5,perf_cycles
23,7509825.181818182,0.020889694733838168,15124867.564252898,1248770.5,1867325.25,4,0.18181818181818182,1,perf_cache_references
8,7503557.642857143,0.02090923434592398,13594221.900831828,1289917.0,4375915.5,1,0.14285714285714285,2,perf_cache_references
13,8203255.6944445,0.022885416409191804,16912267.282959983,665867.6666670144,857021.999999471,2,0.16666666666666666,3,perf_cache_references
8,7279042.75,0.020344893673399908,13321093.602069654,544657.25,5247205.875,1,0.14285714285714285,4,perf_cache_references
8,7222347.17142857,0.020143766237205284,13564695.886956125,672954.0,4462280.800000042,1,0.14285714285714285,5,perf_cache_references
24,279702.82608695654,0.030817183241720794,384852.82579003944,137080.0,206926.5,4,0.17391304347826086,1,perf_cache_misses
13,447795.6666666667,0.049173553098855134,655672.872660608,175278.5,249797.375,2,0.16666666666666666,2,perf_cache_misses
7,726085.5555555001,0.08772315942983525,773707.6021645543,397843.1666670004,856052.5833340004,2,0.3333333333333333,3,perf_cache_misses
14,306483.1538461539,0.037266675759443445,548715.0437676096,89481.5,173951.5,1,0.07692307692307693,4,perf_cache_misses
11,529153.96,0.05864866290140228,672355.0364800001,273312.8999999999,461805.54999999935,2,0.2,5,perf_cache_misses
15,70214707.85714285,0.02659706716760789,140535439.63578734,151631.0,437737.25,3,0.21428571428571427,1,perf_branches
8,76169138.42857143,0.02885277751478116,121412765.21294007,259090.0,116665356.75,2,0.2857142857142857,2,perf_branches
9,66628654.5,0.025240026969449665,116146223.83629136,235162.16666650772,58757327.249999285,2,0.25,3,perf_branches
8,76156178.0,0.028848052870441888,121438353.4634857,186472.0,116961123.375,2,0.2857142857142857,4,perf_branches
8,76190286.91428569,0.02885914144337887,121417230.22961585,165412.0,116874271.89999974,2,0.2857142857142857,5,perf_branches
14,4995302.615384615,0.015087852299897014,12929215.940322341,56033.0,88395.0,2,0.15384615384615385,1,perf_branch_misses
10,1372029.2222222222,0.004144967376613478,3595809.143205734,38469.0,23469.5,1,0.1111111111111111,2,perf_branch_misses
10,3259678.7037036684,0.009848584569866127,6866844.780413825,78318.33333301544,78384.66666698456,2,0.2222222222222222,3,perf_branch_misses
8,9247472.0,0.027941556999550653,16487429.169936672,57064.0,8948954.0,2,0.2857142857142857,4,perf_branch_misses
6,5834726.4,0.017634200160748636,8381561.22402428,51351.60000002384,7499180.8000000715,1,0.2,5,perf_branch_misses
3,34.0,0.5,11.0,34.0,11.0,0,0.0,1,perf_cpu_clock
5,12.375,0.22098214285714285,9.167708274154451,10.0,13.875,1,0.25,2,perf_cpu_clock
5,5.08333325,0.12708333125,2.9849158675097005,5.3333335,5.25000025,2,0.5,3,perf_cpu_clock
4,12.833333333333334,0.22416302765647744,10.46886919500966,10.25,12.625,1,0.3333333333333333,4,perf_cpu_clock
4,9.533333333333333,0.2259083728278041,5.018189137749017,10.400000000000002,6.1,1,0.3333333333333333,5,perf_cpu_clock
5,8.0,0.25,3.7416573867739413,9.0,4.0,0,0.0,1,perf_task_clock
6,14.5,0.18012422360248448,15.385057685949702,3.0,26.0,2,0.4,2,perf_task_clock
7,10.777777833333333,0.14831804289762365,7.286890035036631,9.8333335,9.08333275,2,0.3333333333333333,3,perf_task_clock
3,10.625,0.25,3.875,10.625,3.875,0,0.0,4,perf_task_clock
5,1.6999999999999993,0.049418604651162774,0.43588989435406944,1.5999999999999996,0.30000000000000426,0,0.0,5,perf_task_clock
9,207.0,0.030530973451327433,256.587217140683,68.0,233.75,2,0.25,1,perf_faults
9,165.625,0.024363783465725212,229.0456763944694,81.5,155.0,1,0.125,2,perf_faults
9,140.91666662499995,0.020895116640717668,195.6859551693698,79.33333299999958,147.58333375000052,1,0.125,3,perf_faults
9,135.8125,0.02002100685486843,240.67456470044772,24.875,78.875,2,0.25,4,perf_faults
12,109.21818181818179,0.01611505618942099,151.8563784285055,82.19999999999982,97.00000000000045,1,0.09090909090909091,5,perf_faults
9,3443948.98925,0.11301999947233843,3690574.007185126,1446383.699,4145325.2107500015,2,0.25,1,weights
7,7807937.202333332,0.14909308180281158,14407732.085270109,1516142.9439999997,1009466.7797500002,1,0.16666666666666666,2,weights
4,4134536.4277779995,0.11955429451086676,2120176.5447092825,2801095.833999999,2325763.3173330035,1,0.3333333333333333,3,weights
3,11359920.861375,0.30788650247497307,4222017.430625003,11359920.861375,4222017.430625003,0,0.0,4,weights
4,2386237.0004000007,0.08503169298054444,1481138.3302809098,1474911.806400001,1633331.2350000013,1,0.3333333333333333,5,weights
17,7647562.3125,0.026794848742025125,8210450.926313151,4782116.5,6357352.25,4,0.25,1,energy
16,8035351.066666666,0.0271664046155712,7969541.688594052,6730678.0,11157120.0,4,0.26666666666666666,2,energy
8,9287829.380952427,0.034396542635180834,19731002.252771214,1449856.0,1167836.3333329856,1,0.14285714285714285,3,energy
5,8232426.325000003,0.05067429351083573,8778446.232103216,5617942.150000006,12798783.274999991,1,0.25,4,energy
15,11399152.200000001,0.031536619561176926,27377458.8135477,1512998.124999985,2453481.1875000373,2,0.14285714285714285,5,energy
21,101327048.05,0.022242294925163414,216143427.28451848,1208212.0,24613769.25,4,0.2,1,perf_L1_dcache_loads
4,192120545.16666666,0.04218504952191808,143469878.9126292,231083874.5,172443624.0,1,0.3333333333333333,2,perf_L1_dcache_loads
8,135874386.66666672,0.02982748003733005,220279434.3694314,601026.6666660309,189485755.0,2,0.2857142857142857,3,perf_L1_dcache_loads
7,158395934.41666666,0.034773858067430365,230703663.41908258,297769.125,283159364.5625,2,0.3333333333333333,4,perf_L1_dcache_loads
7,158909481.1333333,0.034874543927350274,230697179.60523146,1104654.7999999523,284393057.04999924,2,0.3333333333333333,5,perf_L1_dcache_loads
